user_key,age,gender,date,itemID,itemDescription,brand,category,amount,price
b661e90ea0fe4cb5bb6c53b68ad5d555,35,female,2021-05-30 00:00:00, mp-00049010, סימפלי ביבו מגק בוק עם טוש מים - ירוקות, סימפלי ביבו,"[' יצירה ותחביבים', 'יצירה לילדים', 'חוברות צביעה וציור']",3,29.9
b661e90ea0fe4cb5bb6c53b68ad5d555,35,female,2021-05-30 00:00:00, mp-00042229, Hoka נעלי טיולים עמידות למים Toa GTX, Hoka,"[' אופנה', 'אופנת נשים', 'נעלי נשים', 'נעלי ריצה לנשים']",5,640.0
b661e90ea0fe4cb5bb6c53b68ad5d555,35,female,2021-05-30 00:00:00, mp-00013442, Biancashirts Everly - חולצה לבנה בייבוא אישי, Biancashirts,"[' אופנה', 'אופנת נשים', 'חולצות וטופים', 'חולצות שרוול קצר']",3,215.0
b661e90ea0fe4cb5bb6c53b68ad5d555,35,female,2021-05-30 00:00:00, mp-00022129, boebody BOOB TAPE BLACK טייפ לחזה שחור, boebody,"[' אופנה', 'אופנת נשים', 'הלבשה תחתונה', 'חזיות']",4,69.0
b661e90ea0fe4cb5bb6c53b68ad5d555,35,female,2021-05-30 00:00:00, mp-00021272, אגם הוצאה לאור סבתא מצחיקולה - ספר קרטון, אגם הוצאה לאור,"[' יצירה ותחביבים', 'ספרים וחוברות', 'ספרי ילדים']",4,57.6
b661e90ea0fe4cb5bb6c53b68ad5d555,35,female,2021-05-30 00:00:00, mp-00045848, Celia Dee גוזיית סימלס רייסר בצבע שחור, Celia Dee,"[' אופנה', 'אופנת נשים', 'הלבשה תחתונה', 'חזיות']",3,45.0
b661e90ea0fe4cb5bb6c53b68ad5d555,35,female,2021-06-17 00:00:00, mp-00038830, Z SPORT Z BRA, Z SPORT,"[' אופנה', 'אופנת נשים', 'ביגוד ספורט לנשים', 'גופיות וגוזיות ספורט לנשים']",2,119.0
b661e90ea0fe4cb5bb6c53b68ad5d555,35,female,2021-06-17 00:00:00, mp-00013467, Biancashirts Caroline - חולצה לבנה בייבוא אישי, Biancashirts,"[' אופנה', 'אופנת נשים', 'חולצות וטופים', 'חולצות שרוול ארוך']",3,210.0
b661e90ea0fe4cb5bb6c53b68ad5d555,35,female,2021-06-17 00:00:00, mp-00025336, Sneaker LAB HAT CLEANER - ספריי לניקוי כובעים, Sneaker LAB,"[' אופנה', 'אופנת נשים', 'נעלי נשים', 'אביזרים לנעלים']",4,27.92
b661e90ea0fe4cb5bb6c53b68ad5d555,35,female,2021-06-17 00:00:00, mp-00041324, Ailefo בצק יצירה אורגני לילדים, Ailefo,"[' יצירה ותחביבים', 'יצירה לילדים', 'בצק ופלסטלינה']",5,149.0
b661e90ea0fe4cb5bb6c53b68ad5d555,35,female,2021-06-17 00:00:00, mp-00027881, גוטקס Gottex טי שירט שרוולים ארוכים עם פתח גב, גוטקס Gottex,"[' אופנה', 'אופנת נשים', 'ביגוד ספורט לנשים', 'בגדים וציוד יוגה לנשים']",4,169.0
b661e90ea0fe4cb5bb6c53b68ad5d555,35,female,2021-06-17 00:00:00, mp-00047828, גוטקס Gottex חולצת קרופ WAFFLE, גוטקס Gottex,"[' אופנה', 'אופנת נשים', 'חולצות וטופים', 'חולצות שרוול ארוך']",4,219.0
fd18ed355cd74ae38799f76dc7d20609,25,male,2021-12-19 00:00:00, mp-00036216, Head CLUB CARL T-Shirt M חולצת טי שארט, Head,"[' אופנה', 'אופנת גברים', 'ביגוד ספורט לגברים', 'חולצות ספורט לגברים']",2,109.9
fd18ed355cd74ae38799f76dc7d20609,25,male,2021-12-19 00:00:00, mp-00016509, NIKE נעלי  אופנתיות לגברים דגם SIGNAL D-MS-X, NIKE,"[' אופנה', 'אופנת גברים', 'נעלי גברים', 'נעלי ספורט וסניקרס גברים']",4,499.0
fd18ed355cd74ae38799f76dc7d20609,25,male,2021-12-19 00:00:00, mp-00054587, Aztron מכנס גלישה \גליטיץ\, Aztron,"[' אופנה', 'אופנת גברים', 'בגדי ים לגבר', 'מכנסי גלישה']",2,191.0
fd18ed355cd74ae38799f76dc7d20609,25,male,2020-07-15 00:00:00, mp-00035104, Head FONT T-Shirt M, Head,"[' אופנה', 'אופנת גברים', 'ביגוד ספורט לגברים', 'חולצות ספורט לגברים']",1,119.9
fd18ed355cd74ae38799f76dc7d20609,25,male,2020-07-15 00:00:00, mp-00028072, New Balance נעלי סניקרס  לגבר דגם 997, New Balance,"[' אופנה', 'אופנת גברים', 'נעלי גברים', 'נעלי ספורט וסניקרס גברים']",1,399.0
fd18ed355cd74ae38799f76dc7d20609,25,male,2020-07-15 00:00:00, mp-00052451, Merrell נעלי טיולים והליכה לגבר, Merrell,"[' אופנה', 'אופנת גברים', 'נעלי גברים', 'נעלי טיולים']",5,512.0
fd18ed355cd74ae38799f76dc7d20609,25,male,2020-07-15 00:00:00, mp-00054613, Aztron כפפות הגנה \ניאו\ לספורט ימי, Aztron,"[' אופנה', 'אופנת גברים', 'אקססוריז לגברים', 'כפפות']",2,104.0
fd18ed355cd74ae38799f76dc7d20609,25,male,2020-03-28 00:00:00, mp-00053091, DIESEL חולצת טישרט  לגבר, DIESEL,"[' אופנה', 'אופנת גברים', 'חולצות לגבר', 'טי שירט']",4,149.0
fd18ed355cd74ae38799f76dc7d20609,25,male,2020-03-28 00:00:00, mp-00040176, Blundstone מגפי גברים דגם 063, Blundstone,"[' אופנה', 'אופנת גברים', 'נעלי גברים', 'מגפי גברים']",1,499.0
fd18ed355cd74ae38799f76dc7d20609,25,male,2020-03-28 00:00:00, mp-00052451, Merrell נעלי טיולים והליכה לגבר, Merrell,"[' אופנה', 'אופנת גברים', 'נעלי גברים', 'נעלי טיולים']",1,512.0
fd18ed355cd74ae38799f76dc7d20609,25,male,2020-03-28 00:00:00, mp-00030415, לוני טונס מכנס בוקסר באגס באני פרצופים, לוני טונס,"[' אופנה', 'אופנת גברים', 'הלבשה תחתונה לגברים', 'תחתוני גברים']",1,49.0
fd18ed355cd74ae38799f76dc7d20609,25,male,2020-03-28 00:00:00,589070, גילט מארז סקינגארד מכשיר גילוח + סכינים לעור רגיש, גילט,"[' טיפוח', 'גילוח והסרת שיער', 'גברים', 'להבים לסכין גילוח גברים']",5,139.9
fd18ed355cd74ae38799f76dc7d20609,25,male,2020-03-28 00:00:00, mp-00016699, NIKE כפכפים  לגבר  Asuna, NIKE,"[' אופנה', 'אופנת גברים', 'נעלי גברים', 'סנדלים וכפכפים']",5,199.0
fd18ed355cd74ae38799f76dc7d20609,25,male,2020-03-28 00:00:00, mp-00035759, Anonima ליצן צבעוני - ABEC5 סקייטבורד ספורט ראנר, Anonima,"[' ספורט וחוץ', 'גלגיליות ורולרבליידס', 'סקייטבורד']",2,199.0
fd18ed355cd74ae38799f76dc7d20609,25,male,2020-02-04 00:00:00, mp-00025660, 47 brand כובע – BACK SWITCH 47 MVP, 47 brand,"[' אופנה', 'אופנת גברים', 'אקססוריז לגברים', 'כובעים']",3,143.92
fd18ed355cd74ae38799f76dc7d20609,25,male,2020-02-04 00:00:00, mp-00034929, Head CLUB Bermudas M מכנסים, Head,"[' אופנה', 'אופנת גברים', 'ביגוד ספורט לגברים', 'מכנסי ספורט קצרים לגברים']",4,159.9
fd18ed355cd74ae38799f76dc7d20609,25,male,2020-02-04 00:00:00, mp-00013303, Twoleftfeet COMICON, Twoleftfeet,"[' אופנה', 'אופנת גברים', 'הלבשה תחתונה לגברים', 'גרביים לגברים']",1,35.0
fd18ed355cd74ae38799f76dc7d20609,25,male,2020-02-04 00:00:00, mp-00035713, Head STRIKER T-Shirt M חולצות טי שרט מנדפות, Head,"[' אופנה', 'אופנת גברים', 'ביגוד ספורט לגברים', 'חולצות ספורט לגברים']",2,169.9
fd18ed355cd74ae38799f76dc7d20609,25,male,2020-02-04 00:00:00, mp-00053462, LEVIS חולצת טישרט   לגבר דגם  Logo T-shirt, LEVIS,"[' אופנה', 'אופנת גברים', 'חולצות לגבר', 'טי שירט']",1,119.0
fd18ed355cd74ae38799f76dc7d20609,25,male,2021-01-09 00:00:00, mp-00032210, Inov-8 Race Elite 6 Short שורט ריצה קצר, Inov-8,"[' אופנה', 'אופנת גברים', 'מכנסיים', 'מכנסיים קצרים']",2,256.0
fd18ed355cd74ae38799f76dc7d20609,25,male,2021-01-09 00:00:00, mp-00048931, NIKE נעלי ריצה  לגבר Revolution, NIKE,"[' אופנה', 'אופנת גברים', 'נעלי גברים', 'נעלי ריצה לגברים']",1,229.0
fd18ed355cd74ae38799f76dc7d20609,25,male,2021-01-09 00:00:00, mp-00036855, adidas סניקרס  סופרסטאר AF5666, adidas,"[' אופנה', 'אופנת גברים', 'נעלי גברים', 'נעלי ספורט וסניקרס גברים']",1,299.0
fd18ed355cd74ae38799f76dc7d20609,25,male,2021-01-09 00:00:00, mp-00048630, Arcade חגורה RANGER, Arcade,"[' אופנה', 'אופנת גברים', 'אקססוריז לגברים', 'חגורות']",1,119.9
fd18ed355cd74ae38799f76dc7d20609,25,male,2021-01-09 00:00:00, mp-00037444, New Balance נעלי ריצה  לגברים, New Balance,"[' אופנה', 'אופנת גברים', 'נעלי גברים', 'נעלי ריצה לגברים']",5,424.0
fd18ed355cd74ae38799f76dc7d20609,25,male,2021-01-09 00:00:00, mp-00048797, FILA נעלי ספורט כפפה עם סוליית קצף זיכרון בצבע שחור, FILA,"[' אופנה', 'אופנת גברים', 'נעלי גברים', 'נעלי ספורט וסניקרס גברים']",4,179.0
a3e1b010ce0d49a9a59faf097ca2eab0,24,female,2022-01-30 00:00:00,622399, CARELINE INSTANT LIP PLUMPER גלוס מנפח שפתיים, CARELINE,"[' קוסמטיקה', 'איפור שפתיים', 'ליפ גלוס']",4,39.9
a3e1b010ce0d49a9a59faf097ca2eab0,24,female,2022-01-30 00:00:00, mp-00047448, גוטקס Gottex מכנסיים ארוכים WAFFLE, גוטקס Gottex,"[' אופנה', 'אופנת נשים', 'מכנסיים', 'מכנסיים ארוכים']",4,239.0
a3e1b010ce0d49a9a59faf097ca2eab0,24,female,2022-01-30 00:00:00,350406, CLINIQUE EVEN BETTER  מייק אפ, CLINIQUE,"[' קוסמטיקה', 'איפור פנים', 'מייק אפ']",3,127.2
a3e1b010ce0d49a9a59faf097ca2eab0,24,female,2022-01-30 00:00:00,458895, GA-DE IDYLLIC SOFT SATIN סומק ללא מראה, GA-DE,"[' קוסמטיקה', 'איפור פנים', 'סמקים וברונזרים']",2,60.0
a3e1b010ce0d49a9a59faf097ca2eab0,24,female,2022-01-30 00:00:00,7439, CLARINS שמן טוניק לגוף, CLARINS,"[' קוסמטיקה', 'טיפוח מותגי קוסמטיקה', 'טיפוח גוף']",5,279.0
a3e1b010ce0d49a9a59faf097ca2eab0,24,female,2021-12-07 00:00:00, mp-00045358, Bunny Tummy מדבקות חזה – בוב טייפ צבע חום כהה, Bunny Tummy,"[' אופנה', 'אופנת נשים', 'הלבשה תחתונה', 'חזיות']",3,52.0
a3e1b010ce0d49a9a59faf097ca2eab0,24,female,2021-12-07 00:00:00, mp-00048449, Lady Comfort כפכפי נוחות טבעוניות עם עיטור אבנים איכותיות לנשים בצבע ירוק זית, Lady Comfort,"[' אופנה', 'אופנת נשים', 'נעלי נשים', 'סנדלים וכפכפים']",4,189.0
a3e1b010ce0d49a9a59faf097ca2eab0,24,female,2021-12-07 00:00:00,613178, MAC קיט גבות   , MAC,"[' קוסמטיקה', 'איפור גבות', 'פלטות איפור גבות']",2,153.0
a3e1b010ce0d49a9a59faf097ca2eab0,24,female,2021-11-15 00:00:00, mp-00034659, Z SPORT Z LASER SKINNY 2021, Z SPORT,"[' אופנה', 'אופנת נשים', 'ביגוד ספורט לנשים', 'מכנסים וטייצים לספורט']",3,179.0
a3e1b010ce0d49a9a59faf097ca2eab0,24,female,2021-11-15 00:00:00, mp-00035240, Head SAMMY T-Shirt W, Head,"[' אופנה', 'אופנת נשים', 'ביגוד ספורט לנשים', 'חולצות ספורט לנשים']",2,169.9
a3e1b010ce0d49a9a59faf097ca2eab0,24,female,2021-11-15 00:00:00,628456, LANVIN ECLAT DARPEGE סט א.ד.פ + א.ד.פ לאשה, LANVIN,"[' קוסמטיקה', 'בשמים', 'מארזי בישום נשים']",2,199.2
a3e1b010ce0d49a9a59faf097ca2eab0,24,female,2021-11-15 00:00:00, mp-00035255, Head ROBIN Skort W מכנס עם טייץ, Head,"[' אופנה', 'אופנת נשים', 'ביגוד ספורט לנשים', 'מכנסים וטייצים לספורט']",2,169.9
a3e1b010ce0d49a9a59faf097ca2eab0,24,female,2021-11-15 00:00:00,619324, ANASTASIA BEVERLY HILLS פלטת צלליות לעיניים - MODERN RENAISSANCE, ANASTASIA BEVERLY HILLS,"[' קוסמטיקה', 'איפור עיניים', 'צללית עיניים']",4,210.0
a3e1b010ce0d49a9a59faf097ca2eab0,24,female,2021-11-15 00:00:00, mp-00008351, YKI כדור פיזיו ורוד 65 ס\מ + משאבת רגל, YKI,"[' ספורט וחוץ', 'ציוד ספורט וכושר', 'כדורי תרגול']",3,80.0
a3e1b010ce0d49a9a59faf097ca2eab0,24,female,2022-02-17 00:00:00, mp-00054109, Havaianas SAND GREY לבנות צבע SLIM כפכפי, Havaianas,"[' אופנה', 'אופנת נשים', 'נעלי נשים', 'סנדלים וכפכפים']",5,39.0
a3e1b010ce0d49a9a59faf097ca2eab0,24,female,2022-02-17 00:00:00,620145, LOREAL PARIS LE KHOL סופר ליינר עפרון שחור, LOREAL PARIS,"[' קוסמטיקה', 'איפור עיניים', 'עפרון עיניים']",3,22.1
a3e1b010ce0d49a9a59faf097ca2eab0,24,female,2022-02-17 00:00:00,559973, מרק קווינס סט איפור לפנים ולגוף 8 גוונים+קעקועים, מרק קווינס,"[' קוסמטיקה', 'ערכות איפור', 'ערכות איפור']",3,26.9
a3e1b010ce0d49a9a59faf097ca2eab0,24,female,2021-07-02 00:00:00, mp-00047200, GREEN מחמם צוואר זית, GREEN,"[' אופנה', 'אופנת נשים', 'אקססוריז לנשים', 'כובעים']",3,11.9
a3e1b010ce0d49a9a59faf097ca2eab0,24,female,2021-07-02 00:00:00, mp-00045899, Bunny Tummy תחתון אמצע מותן מחטב -שחור, Bunny Tummy,"[' אופנה', 'אופנת נשים', 'הלבשה תחתונה', 'מחטבים']",3,220.0
a3e1b010ce0d49a9a59faf097ca2eab0,24,female,2021-07-02 00:00:00, mp-00027866, גוטקס Gottex JEN טייץ באורך קרסול, גוטקס Gottex,"[' אופנה', 'אופנת נשים', 'ביגוד ספורט לנשים', 'בגדים וציוד יוגה לנשים']",5,199.0
a3e1b010ce0d49a9a59faf097ca2eab0,24,female,2021-07-02 00:00:00,638376, smashbox HALO PLUMPING DEW פריימר לחות המעניקה זוהר ונפח ל24שעות המכילה חומצה היאלורונית, smashbox,"[' קוסמטיקה', 'איפור פנים', 'פריימר לפנים']",1,140.0
47bf4ed59a9947089e033286d5df8fd8,27,male,2020-06-03 00:00:00, mp-00041589, Alo Yoga סווטשרט  לגבר דגם TRAVERSE PULLOVER, Alo Yoga,"[' אופנה', 'אופנת גברים', 'סווטשירטים והודיס']",5,449.0
47bf4ed59a9947089e033286d5df8fd8,27,male,2020-06-03 00:00:00, mp-00037149, CHAMPION סווצרט פוטר צבע ירוק, CHAMPION,"[' אופנה', 'אופנת גברים', 'סווטשירטים והודיס']",3,179.0
47bf4ed59a9947089e033286d5df8fd8,27,male,2020-06-03 00:00:00, mp-00036864, adidas סניקרס  אוריגינל לגבר, adidas,"[' אופנה', 'אופנת גברים', 'נעלי גברים', 'נעלי ספורט וסניקרס גברים']",4,299.0
47bf4ed59a9947089e033286d5df8fd8,27,male,2022-03-18 00:00:00, mp-00036735, NAUTICA מארז שלושה חולצות ביסייק  צווארון עגול לגבר, NAUTICA,"[' אופנה', 'אופנת גברים', 'חולצות לגבר', 'חולצות']",2,149.0
47bf4ed59a9947089e033286d5df8fd8,27,male,2022-03-18 00:00:00, mp-00053790, PUMA סניקרס לגבר, PUMA,"[' אופנה', 'אופנת גברים', 'נעלי גברים', 'נעלי ספורט וסניקרס גברים']",3,299.0
47bf4ed59a9947089e033286d5df8fd8,27,male,2022-03-18 00:00:00, mp-00049244, SKECHERS נעלי נוחות לגבר  GOwalk Arch Fit - Iconic, SKECHERS,"[' אופנה', 'אופנת גברים', 'נעלי גברים', 'נעלי בריאות']",1,359.0
47bf4ed59a9947089e033286d5df8fd8,27,male,2022-03-18 00:00:00, mp-00041591, Alo Yoga קפוצון רוח  לגבר דגם  AIRWAVE WINDBREAKER, Alo Yoga,"[' אופנה', 'אופנת גברים', 'סווטשירטים והודיס']",5,599.0
47bf4ed59a9947089e033286d5df8fd8,27,male,2021-03-09 00:00:00, mp-00041604, Alo Yoga סווטשרט  לגבר דגם TRAVERSE PULLOVER, Alo Yoga,"[' אופנה', 'אופנת גברים', 'סווטשירטים והודיס']",3,449.0
47bf4ed59a9947089e033286d5df8fd8,27,male,2021-03-09 00:00:00, mp-00029733, TOMMY HILFIGER חולצת טומי הילפנגר לגבר בגזרה מחוטבת ( Slim fit ), TOMMY HILFIGER,"[' אופנה', 'אופנת גברים', 'חולצות לגבר', 'חולצות']",2,229.0
47bf4ed59a9947089e033286d5df8fd8,27,male,2021-03-09 00:00:00, mp-00052798, Dr Phyto אונו מן, Dr Phyto,"[' בריאות', 'תוספי תזונה', 'בריאות הגבר', 'פורמולות לגברים']",3,179.0
47bf4ed59a9947089e033286d5df8fd8,27,male,2021-03-09 00:00:00, mp-00046691, NAUTICA חולצת טישרט לגבר בהדפס לוגו  פס מבריק, NAUTICA,"[' אופנה', 'אופנת גברים', 'חולצות לגבר', 'טי שירט']",3,100.0
47bf4ed59a9947089e033286d5df8fd8,27,male,2021-03-09 00:00:00, mp-00030992, הארי פוטר מחזיק מפתחות הוגוורטס ממתכת כסף, הארי פוטר,"[' אופנה', 'אופנת גברים', 'אקססוריז לגברים', 'מחזיקי מפתחות']",5,29.0
47bf4ed59a9947089e033286d5df8fd8,27,male,2021-03-09 00:00:00,619549, KAJAL HOMME א.ד.פ לגבר, KAJAL,"[' קוסמטיקה', 'בשמים', 'בשמים לגברים']",1,699.0
47bf4ed59a9947089e033286d5df8fd8,27,male,2020-09-06 00:00:00, mp-00053248, LACOSTE חולצת טישרט  לגבר צווארון עגול, LACOSTE,"[' אופנה', 'אופנת גברים', 'חולצות לגבר', 'טי שירט']",1,149.0
47bf4ed59a9947089e033286d5df8fd8,27,male,2020-09-06 00:00:00,638664, לייף קרסוליות ספורטיביות גברים 43-46 לבן, לייף,"[' אופנה', 'אופנת גברים', 'הלבשה תחתונה לגברים', 'גרביים לגברים']",5,26.0
47bf4ed59a9947089e033286d5df8fd8,27,male,2020-09-06 00:00:00, mp-00035719, Head DAVIES Polo Shirt M חולצת פולו, Head,"[' אופנה', 'אופנת גברים', 'ביגוד ספורט לגברים', 'חולצות ספורט לגברים']",2,209.9
47bf4ed59a9947089e033286d5df8fd8,27,male,2020-09-06 00:00:00, mp-00053774, NAUTICA מכופתרת נאוטיקה לגברים W81I024NV, NAUTICA,"[' אופנה', 'אופנת גברים', 'חולצות לגבר', 'חולצות']",1,349.0
47bf4ed59a9947089e033286d5df8fd8,27,male,2021-09-25 00:00:00, mp-00031650, Go Nature מעיל גשם SEASHELL קומפקטי ומתקפל צבע נייבי, Go Nature,"[' אופנה', 'אופנת גברים', 'חליפות וזקטים', 'מעילי גברים']",2,219.0
47bf4ed59a9947089e033286d5df8fd8,27,male,2021-09-25 00:00:00, mp-00031165, הארי פוטר מכנס בוקסר הפלפאף, הארי פוטר,"[' אופנה', 'אופנת גברים', 'הלבשה תחתונה לגברים', 'תחתוני גברים']",3,49.0
47bf4ed59a9947089e033286d5df8fd8,27,male,2021-09-25 00:00:00, mp-00053935, TOMMY HILFIGER מעיל לגבר 158AN080 כחול, TOMMY HILFIGER,"[' אופנה', 'אופנת גברים', 'חליפות וזקטים', 'מעילי גברים']",2,349.0
47bf4ed59a9947089e033286d5df8fd8,27,male,2021-09-25 00:00:00, mp-00041610, Alo Yoga קפוצון   לגבר דגם RIDGE CREW, Alo Yoga,"[' אופנה', 'אופנת גברים', 'סווטשירטים והודיס']",5,399.0
3a35a5a1223a44ad9c7f677d0b5f7646,45,male,2020-11-16 00:00:00, mp-00030764, LEVIS גינס ליוויס לגבר דגם 501  גזרה ישרה, LEVIS,"[' אופנה', 'אופנת גברים', 'מכנסיים', 'גינס']",5,449.0
3a35a5a1223a44ad9c7f677d0b5f7646,45,male,2020-11-16 00:00:00, mp-00037294, HUGO BOSS מארז שלושה תחתונים לגבר, HUGO BOSS,"[' אופנה', 'אופנת גברים', 'הלבשה תחתונה לגברים', 'תחתוני בוקסר']",3,139.0
3a35a5a1223a44ad9c7f677d0b5f7646,45,male,2020-11-16 00:00:00, mp-00030735, LEVIS גינס ליוויס לגבר דגם 501  גזרה ישרה, LEVIS,"[' אופנה', 'אופנת גברים', 'מכנסיים', 'גינס']",2,449.0
3a35a5a1223a44ad9c7f677d0b5f7646,45,male,2020-11-16 00:00:00, mp-00054192, Hoka Arahi 6 2E נעלי ריצה לגברים, Hoka,"[' אופנה', 'אופנת גברים', 'נעלי גברים', 'נעלי ריצה לגברים']",3,599.0
3a35a5a1223a44ad9c7f677d0b5f7646,45,male,2020-11-16 00:00:00, mp-00040084, Blundstone מגפי גברים דגם 587, Blundstone,"[' אופנה', 'אופנת גברים', 'נעלי גברים', 'מגפי גברים']",5,499.0
3a35a5a1223a44ad9c7f677d0b5f7646,45,male,2020-11-16 00:00:00, mp-00037444, New Balance נעלי ריצה  לגברים, New Balance,"[' אופנה', 'אופנת גברים', 'נעלי גברים', 'נעלי ריצה לגברים']",2,424.0
3a35a5a1223a44ad9c7f677d0b5f7646,45,male,2022-04-21 00:00:00, mp-00012494, Havaianas כפכף מריו אדום גברים, Havaianas,"[' אופנה', 'אופנת גברים', 'נעלי גברים', 'סנדלים וכפכפים']",2,79.9
3a35a5a1223a44ad9c7f677d0b5f7646,45,male,2022-04-21 00:00:00, mp-00048551, NAUTICA חולצת פולו לגבר גזרה CLASSIC FIT, NAUTICA,"[' אופנה', 'אופנת גברים', 'חולצות לגבר', 'חולצות פולו לגבר']",5,179.0
3a35a5a1223a44ad9c7f677d0b5f7646,45,male,2022-04-21 00:00:00, mp-00030988, הארי פוטר מחזיק מפתחות סליתרין 2, הארי פוטר,"[' אופנה', 'אופנת גברים', 'אקססוריז לגברים', 'מחזיקי מפתחות']",5,20.0
3a35a5a1223a44ad9c7f677d0b5f7646,45,male,2022-04-21 00:00:00, mp-00053239, LACOSTE חולצת טישרט  לגבר צווארון עגול, LACOSTE,"[' אופנה', 'אופנת גברים', 'חולצות לגבר', 'טי שירט']",5,125.0
3a35a5a1223a44ad9c7f677d0b5f7646,45,male,2022-04-21 00:00:00, mp-00029940, NIKE קפוצון נייקי לגבר טאק פליז, NIKE,"[' אופנה', 'אופנת גברים', 'סווטשירטים והודיס']",4,429.0
3a35a5a1223a44ad9c7f677d0b5f7646,45,male,2022-08-03 00:00:00, mp-00016122, LACOSTE מארז שלושה תחתונים לגבר לקוסט לגבר, LACOSTE,"[' אופנה', 'אופנת גברים', 'הלבשה תחתונה לגברים', 'תחתוני בוקסר']",4,149.0
3a35a5a1223a44ad9c7f677d0b5f7646,45,male,2022-08-03 00:00:00, mp-00046947, NAUTICA קפוצון לגבר, NAUTICA,"[' אופנה', 'אופנת גברים', 'ביגוד ספורט לגברים', 'טרנינג - זקט וחלק עליון']",2,129.0
3a35a5a1223a44ad9c7f677d0b5f7646,45,male,2022-08-03 00:00:00, mp-00030638, Rick and Morty מחזיק מפתחות פיקל ריק מהלך, Rick and Morty,"[' אופנה', 'אופנת גברים', 'אקססוריז לגברים', 'מחזיקי מפתחות']",4,19.0
3a35a5a1223a44ad9c7f677d0b5f7646,45,male,2022-08-03 00:00:00, mp-00040186, Blundstone מגפי גברים דגם 561, Blundstone,"[' אופנה', 'אופנת גברים', 'נעלי גברים', 'מגפי גברים']",4,499.0
3a35a5a1223a44ad9c7f677d0b5f7646,45,male,2022-08-03 00:00:00, mp-00055271, 47 brand כובע – 47 CLEAN UP, 47 brand,"[' אופנה', 'אופנת גברים', 'אקססוריז לגברים', 'כובעי מצחיה']",4,120.0
3a35a5a1223a44ad9c7f677d0b5f7646,45,male,2022-08-03 00:00:00, mp-00023368, נוטריקר תמצית גינסינג קוריאני, נוטריקר,"[' בריאות', 'תוספי תזונה', 'דיאטה']",2,139.0
3a35a5a1223a44ad9c7f677d0b5f7646,45,male,2022-08-03 00:00:00,618383, HOUSE OF SILLAGE AERONAUTS פרפיום לגבר, HOUSE OF SILLAGE,"[' קוסמטיקה', 'בשמים', 'בשמים לגברים']",4,941.0
