user_key,age,gender,date,itemID,itemDescription,brand,category,amount,price
ec2eac3508b24882bc45b09dfeee2ee3,35,female,2021-05-30 00:00:00, mp-00021272, אגם הוצאה לאור סבתא מצחיקולה - ספר קרטון, אגם הוצאה לאור,"[' יצירה ותחביבים', 'ספרים וחוברות', 'ספרי ילדים']",1,57.6
ec2eac3508b24882bc45b09dfeee2ee3,35,female,2021-05-30 00:00:00, mp-00045848, Celia Dee גוזיית סימלס רייסר בצבע שחור, Celia Dee,"[' אופנה', 'אופנת נשים', 'הלבשה תחתונה', 'חזיות']",1,45.0
ec2eac3508b24882bc45b09dfeee2ee3,35,female,2021-06-17 00:00:00, mp-00038830, Z SPORT Z BRA, Z SPORT,"[' אופנה', 'אופנת נשים', 'ביגוד ספורט לנשים', 'גופיות וגוזיות ספורט לנשים']",1,119.0
ec2eac3508b24882bc45b09dfeee2ee3,35,female,2021-06-17 00:00:00, mp-00013467, Biancashirts Caroline - חולצה לבנה בייבוא אישי, Biancashirts,"[' אופנה', 'אופנת נשים', 'חולצות וטופים', 'חולצות שרוול ארוך']",1,210.0
ec2eac3508b24882bc45b09dfeee2ee3,35,female,2021-06-17 00:00:00, mp-00025336, Sneaker LAB HAT CLEANER - ספריי לניקוי כובעים, Sneaker LAB,"[' אופנה', 'אופנת נשים', 'נעלי נשים', 'אביזרים לנעלים']",1,27.92
ec2eac3508b24882bc45b09dfeee2ee3,35,female,2021-06-17 00:00:00, mp-00041324, Ailefo בצק יצירה אורגני לילדים, Ailefo,"[' יצירה ותחביבים', 'יצירה לילדים', 'בצק ופלסטלינה']",1,149.0
ec2eac3508b24882bc45b09dfeee2ee3,35,female,2021-06-17 00:00:00, mp-00027881, גוטקס Gottex טי שירט שרוולים ארוכים עם פתח גב, גוטקס Gottex,"[' אופנה', 'אופנת נשים', 'ביגוד ספורט לנשים', 'בגדים וציוד יוגה לנשים']",1,169.0
ec2eac3508b24882bc45b09dfeee2ee3,35,female,2021-06-17 00:00:00, mp-00047828, גוטקס Gottex חולצת קרופ WAFFLE, גוטקס Gottex,"[' אופנה', 'אופנת נשים', 'חולצות וטופים', 'חולצות שרוול ארוך']",1,219.0
0aedef8903f2490c84895add975ae369,25,male,2021-12-19 00:00:00, mp-00036216, Head CLUB CARL T-Shirt M חולצת טי שארט, Head,"[' אופנה', 'אופנת גברים', 'ביגוד ספורט לגברים', 'חולצות ספורט לגברים']",1,109.9
0aedef8903f2490c84895add975ae369,25,male,2021-12-19 00:00:00, mp-00016509, NIKE נעלי  אופנתיות לגברים דגם SIGNAL D-MS-X, NIKE,"[' אופנה', 'אופנת גברים', 'נעלי גברים', 'נעלי ספורט וסניקרס גברים']",1,499.0
0aedef8903f2490c84895add975ae369,25,male,2021-12-19 00:00:00, mp-00054587, Aztron מכנס גלישה \גליטיץ\, Aztron,"[' אופנה', 'אופנת גברים', 'בגדי ים לגבר', 'מכנסי גלישה']",1,191.0
0aedef8903f2490c84895add975ae369,25,male,2020-07-15 00:00:00, mp-00035104, Head FONT T-Shirt M, Head,"[' אופנה', 'אופנת גברים', 'ביגוד ספורט לגברים', 'חולצות ספורט לגברים']",1,119.9
0aedef8903f2490c84895add975ae369,25,male,2020-07-15 00:00:00, mp-00028072, New Balance נעלי סניקרס  לגבר דגם 997, New Balance,"[' אופנה', 'אופנת גברים', 'נעלי גברים', 'נעלי ספורט וסניקרס גברים']",1,399.0
0aedef8903f2490c84895add975ae369,25,male,2020-07-15 00:00:00, mp-00052451, Merrell נעלי טיולים והליכה לגבר, Merrell,"[' אופנה', 'אופנת גברים', 'נעלי גברים', 'נעלי טיולים']",1,512.0
0aedef8903f2490c84895add975ae369,25,male,2020-07-15 00:00:00, mp-00054613, Aztron כפפות הגנה \ניאו\ לספורט ימי, Aztron,"[' אופנה', 'אופנת גברים', 'אקססוריז לגברים', 'כפפות']",1,104.0
0aedef8903f2490c84895add975ae369,25,male,2020-03-28 00:00:00, mp-00053091, DIESEL חולצת טישרט  לגבר, DIESEL,"[' אופנה', 'אופנת גברים', 'חולצות לגבר', 'טי שירט']",1,149.0
0aedef8903f2490c84895add975ae369,25,male,2020-03-28 00:00:00, mp-00040176, Blundstone מגפי גברים דגם 063, Blundstone,"[' אופנה', 'אופנת גברים', 'נעלי גברים', 'מגפי גברים']",1,499.0
0aedef8903f2490c84895add975ae369,25,male,2020-03-28 00:00:00, mp-00052451, Merrell נעלי טיולים והליכה לגבר, Merrell,"[' אופנה', 'אופנת גברים', 'נעלי גברים', 'נעלי טיולים']",1,512.0
0aedef8903f2490c84895add975ae369,25,male,2020-03-28 00:00:00, mp-00030415, לוני טונס מכנס בוקסר באגס באני פרצופים, לוני טונס,"[' אופנה', 'אופנת גברים', 'הלבשה תחתונה לגברים', 'תחתוני גברים']",1,49.0
0aedef8903f2490c84895add975ae369,25,male,2020-03-28 00:00:00,589070, גילט מארז סקינגארד מכשיר גילוח + סכינים לעור רגיש, גילט,"[' טיפוח', 'גילוח והסרת שיער', 'גברים', 'להבים לסכין גילוח גברים']",1,139.9
0aedef8903f2490c84895add975ae369,25,male,2020-03-28 00:00:00, mp-00016699, NIKE כפכפים  לגבר  Asuna, NIKE,"[' אופנה', 'אופנת גברים', 'נעלי גברים', 'סנדלים וכפכפים']",1,199.0
0aedef8903f2490c84895add975ae369,25,male,2020-03-28 00:00:00, mp-00035759, Anonima ליצן צבעוני - ABEC5 סקייטבורד ספורט ראנר, Anonima,"[' ספורט וחוץ', 'גלגיליות ורולרבליידס', 'סקייטבורד']",1,199.0
0aedef8903f2490c84895add975ae369,25,male,2020-02-04 00:00:00, mp-00025660, 47 brand כובע – BACK SWITCH 47 MVP, 47 brand,"[' אופנה', 'אופנת גברים', 'אקססוריז לגברים', 'כובעים']",1,143.92
0aedef8903f2490c84895add975ae369,25,male,2020-02-04 00:00:00, mp-00034929, Head CLUB Bermudas M מכנסים, Head,"[' אופנה', 'אופנת גברים', 'ביגוד ספורט לגברים', 'מכנסי ספורט קצרים לגברים']",1,159.9
0aedef8903f2490c84895add975ae369,25,male,2020-02-04 00:00:00, mp-00013303, Twoleftfeet COMICON, Twoleftfeet,"[' אופנה', 'אופנת גברים', 'הלבשה תחתונה לגברים', 'גרביים לגברים']",1,35.0
0aedef8903f2490c84895add975ae369,25,male,2020-02-04 00:00:00, mp-00035713, Head STRIKER T-Shirt M חולצות טי שרט מנדפות, Head,"[' אופנה', 'אופנת גברים', 'ביגוד ספורט לגברים', 'חולצות ספורט לגברים']",1,169.9
0aedef8903f2490c84895add975ae369,25,male,2020-02-04 00:00:00, mp-00053462, LEVIS חולצת טישרט   לגבר דגם  Logo T-shirt, LEVIS,"[' אופנה', 'אופנת גברים', 'חולצות לגבר', 'טי שירט']",1,119.0
0aedef8903f2490c84895add975ae369,25,male,2021-01-09 00:00:00, mp-00032210, Inov-8 Race Elite 6 Short שורט ריצה קצר, Inov-8,"[' אופנה', 'אופנת גברים', 'מכנסיים', 'מכנסיים קצרים']",1,256.0
0aedef8903f2490c84895add975ae369,25,male,2021-01-09 00:00:00, mp-00048931, NIKE נעלי ריצה  לגבר Revolution, NIKE,"[' אופנה', 'אופנת גברים', 'נעלי גברים', 'נעלי ריצה לגברים']",1,229.0
0aedef8903f2490c84895add975ae369,25,male,2021-01-09 00:00:00, mp-00036855, adidas סניקרס  סופרסטאר AF5666, adidas,"[' אופנה', 'אופנת גברים', 'נעלי גברים', 'נעלי ספורט וסניקרס גברים']",1,299.0
0aedef8903f2490c84895add975ae369,25,male,2021-01-09 00:00:00, mp-00048630, Arcade חגורה RANGER, Arcade,"[' אופנה', 'אופנת גברים', 'אקססוריז לגברים', 'חגורות']",1,119.9
0aedef8903f2490c84895add975ae369,25,male,2021-01-09 00:00:00, mp-00037444, New Balance נעלי ריצה  לגברים, New Balance,"[' אופנה', 'אופנת גברים', 'נעלי גברים', 'נעלי ריצה לגברים']",1,424.0
0aedef8903f2490c84895add975ae369,25,male,2021-01-09 00:00:00, mp-00048797, FILA נעלי ספורט כפפה עם סוליית קצף זיכרון בצבע שחור, FILA,"[' אופנה', 'אופנת גברים', 'נעלי גברים', 'נעלי ספורט וסניקרס גברים']",1,179.0
